age;workclass;fnlwgt;education;education_num;marital_status;occupation;relationship;race;sex;hours_per_week;country;salary
(37,43];Private;77247;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Local-gov;101795;High School;(8,9];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;272019;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;198068;<= 12th;[1,8];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-not-inc;199326;Some-college;(9,10];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;178841;High School;(8,9];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;136951;Bachelors;(12,13];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(25,29];Self-emp-inc;109240;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Self-emp-not-inc;128876;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;103358;Some-college;(9,10];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;354408;<= 12th;[1,8];With Spouse;Administration;Wife or husband;Other;Male;40;US;0
(29,33];Private;206051;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;155659;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;143299;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;Other;Male;40;US;0
(29,33];Private;252210;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;40;Non-US;0
[17,21];Other;129240;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];Private;398918;High School;(8,9];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-not-inc;240612;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(21,23];Private;429346;High School;(8,9];Spouseless;Administration;Child or other relative;Other;Male;40;US;0
[17,21];Private;123718;Some-college;(9,10];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;455379;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(21,23];Private;376416;High School;(8,9];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Self-emp-inc;234663;Bachelors;(12,13];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;282142;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Female;40;US;0
(43,54];State-gov;208049;High School;(8,9];Spouseless;Tech and Secutity;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;68539;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;126501;<= 12th;[1,8];Spouseless;Administration;Child or other relative;Other;Female;<40;Non-US;0
(23,25];Private;186452;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(61,90];Other;127184;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;165267;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;Other;Male;40;US;0
(43,54];Private;124733;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(29,33];Self-emp-inc;149726;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Private;41374;High School;(8,9];Spouseless;Administration;Unmarried;Other;Male;40;US;0
(33,35];Local-gov;329759;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;212433;High School;(8,9];Spouseless;Craft-repair;Child or other relative;Other;Male;40;US;0
(35,37];Private;185099;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Local-gov;126754;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Private;122497;<= 12th;[1,8];Spouseless;Service;Unmarried;Other;Male;>40;Non-US;0
(29,33];Private;118056;Some-college;(9,10];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(29,33];Local-gov;200892;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Other;200790;<= 12th;[1,8];With Spouse;Other;Child or other relative;White or Asian-Pac-Islander;Female;40;US;1
(29,33];Self-emp-inc;84119;Bachelors;(12,13];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Local-gov;197918;Some-college;(9,10];Spouseless;Tech and Secutity;Child or other relative;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Self-emp-not-inc;150533;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;443742;Some-college;(9,10];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;104423;Associate;(10,12];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(54,61];Private;169133;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;185551;High School;(8,9];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Private;174486;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(61,90];State-gov;50468;Above Masters;(13,16];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(23,25];Private;196943;High School;(8,9];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;120691;High School;(8,9];Spouseless;Sales;Child or other relative;Other;Male;<40;US;0
(54,61];State-gov;198815;Associate;(10,12];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;0
(61,90];Private;22186;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Self-emp-inc;188069;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;233149;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;138358;<= 12th;[1,8];Spouseless;Craft-repair;Not-in-family;Other;Female;<40;US;0
(23,25];Private;338013;Some-college;(9,10];Spouseless;Tech and Secutity;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Other;332666;<= 12th;[1,8];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Private;166339;Some-college;(9,10];Spouseless;Tech and Secutity;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Self-emp-not-inc;392886;High School;(8,9];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(25,29];State-gov;141838;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;Other;Male;40;US;1
(21,23];Private;520759;High School;(8,9];Spouseless;Service;Not-in-family;Other;Male;<40;US;0
(54,61];Self-emp-inc;37345;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
[17,21];Private;387779;<= 12th;[1,8];Spouseless;Transport-moving;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(35,37];Private;201531;High School;(8,9];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;123598;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;380614;Some-college;(9,10];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;1
(37,43];Private;83859;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];State-gov;24790;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;266820;<= 12th;[1,8];Spouseless;Agriculture;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
(43,54];Private;85440;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Private;421837;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Self-emp-not-inc;404062;High School;(8,9];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
(37,43];Private;224566;Associate;(10,12];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;294991;<= 12th;[1,8];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Federal-gov;189610;High School;(8,9];Spouseless;Administration;Not-in-family;Other;Female;>40;US;0
(35,37];Private;219141;<= 12th;[1,8];With Spouse;Service;Wife or husband;Other;Male;40;US;1
(43,54];Federal-gov;20956;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;70995;High School;(8,9];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
[17,21];Private;215232;Some-college;(9,10];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(61,90];Other;178295;Associate;(10,12];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(33,35];Private;56201;Some-college;(9,10];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(61,90];Private;98076;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(33,35];Private;351810;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;Non-US;0
(54,61];Self-emp-not-inc;144351;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];State-gov;137613;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;<40;Non-US;0
[17,21];Private;54257;<= 12th;[1,8];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
[17,21];Self-emp-not-inc;230373;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(33,35];Private;98389;<= 12th;[1,8];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;184135;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;Other;Male;<40;US;0
(43,54];Self-emp-not-inc;140121;High School;(8,9];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Self-emp-not-inc;24504;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;129528;Some-college;(9,10];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Private;415578;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;97142;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;201328;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(23,25];Private;256620;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Federal-gov;96854;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];State-gov;141858;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Federal-gov;20795;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;95519;High School;(8,9];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;112791;High School;(8,9];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;291407;<= 12th;[1,8];Spouseless;Service;Child or other relative;Other;Male;40;US;0
(29,33];Private;239659;Some-college;(9,10];Spouseless;Machine-op-inspct;Unmarried;Other;Female;>40;US;0
(25,29];Private;183151;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(54,61];Other;97634;<= 12th;[1,8];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;143807;High School;(8,9];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Private;186934;Masters;(13,16];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Private;170065;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;108328;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(54,61];State-gov;83696;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;Non-US;0
[17,21];Private;204596;Some-college;(9,10];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(54,61];Other;32604;Some-college;(9,10];Spouseless;Other;Not-in-family;Other;Female;40;US;0
(54,61];Private;193453;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;148995;Bachelors;(12,13];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
[17,21];Private;85041;Some-college;(9,10];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(61,90];Local-gov;140851;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(23,25];Private;196280;Bachelors;(12,13];Spouseless;Sales;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Federal-gov;38973;Bachelors;(12,13];Spouseless;Administration;Unmarried;Other;Female;40;US;0
(21,23];Private;39182;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;198841;Masters;(13,16];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;694812;Some-college;(9,10];Spouseless;Craft-repair;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Private;247444;Some-college;(9,10];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;294270;<= 12th;[1,8];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(54,61];Private;195820;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(25,29];Private;329426;Masters;(13,16];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;<40;US;0
[17,21];Other;174871;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(37,43];Private;116103;Some-college;(9,10];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(25,29];Private;206903;Bachelors;(12,13];Spouseless;Service;Unmarried;White or Asian-Pac-Islander;Male;<40;US;0
(43,54];Private;217577;High School;(8,9];Spouseless;Machine-op-inspct;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(25,29];Private;337693;<= 12th;[1,8];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
(37,43];Private;204501;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(29,33];Private;169186;High School;(8,9];Spouseless;Machine-op-inspct;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;109421;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(37,43];Local-gov;267893;Associate;(10,12];With Spouse;Craft-repair;Wife or husband;Other;Male;40;US;1
(37,43];Private;200479;Associate;(10,12];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Local-gov;221317;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(54,61];Self-emp-not-inc;132925;Masters;(13,16];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(29,33];Other;283531;High School;(8,9];Spouseless;Other;Unmarried;Other;Female;<40;US;0
(33,35];Private;170769;High School;(8,9];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Self-emp-inc;186410;Above Masters;(13,16];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Self-emp-inc;307786;<= 12th;[1,8];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;0
(25,29];Private;380560;<= 12th;[1,8];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Local-gov;147258;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;212894;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;124356;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Private;98791;Some-college;(9,10];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(33,35];Private;216473;Some-college;(9,10];With Spouse;Administration;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Other;135339;Bachelors;(12,13];With Spouse;Other;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
(37,43];Private;107303;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(35,37];Private;152744;Bachelors;(12,13];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Female;40;Non-US;0
(33,35];Self-emp-not-inc;100079;Bachelors;(12,13];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(23,25];Private;117779;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Male;<40;Non-US;0
(21,23];Private;197613;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
[17,21];Private;411068;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;192984;Some-college;(9,10];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;40;US;0
(54,61];Private;66356;<= 12th;[1,8];Spouseless;Agriculture;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(29,33];Federal-gov;137184;Associate;(10,12];Spouseless;Exec-managerial;Unmarried;White or Asian-Pac-Islander;Male;>40;US;1
(61,90];Self-emp-not-inc;231105;Some-college;(9,10];With Spouse;Machine-op-inspct;Wife or husband;White or Asian-Pac-Islander;Male;<40;US;1
[17,21];Local-gov;146586;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(29,33];Private;32406;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(29,33];Private;578701;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;Other;Male;40;Non-US;0
[17,21];Private;206777;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Local-gov;133495;High School;(8,9];Spouseless;Prof-specialty;Child or other relative;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;34722;Some-college;(9,10];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Self-emp-not-inc;133299;Associate;(10,12];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
[17,21];Private;24967;High School;(8,9];Spouseless;Agriculture;Child or other relative;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Self-emp-not-inc;171968;High School;(8,9];Spouseless;Transport-moving;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(21,23];Private;412156;Some-college;(9,10];Spouseless;Administration;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;51290;Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(33,35];Private;198265;Some-college;(9,10];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(21,23];Private;293565;<= 12th;[1,8];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;226288;Bachelors;(12,13];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-inc;110445;Some-college;(9,10];With Spouse;Agriculture;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;160634;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(37,43];Private;174242;High School;(8,9];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;390316;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;Non-US;0
[17,21];Private;298860;<= 12th;[1,8];Spouseless;Sales;Child or other relative;White or Asian-Pac-Islander;Male;<40;US;0
(61,90];Private;171584;Bachelors;(12,13];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Self-emp-not-inc;232664;Bachelors;(12,13];Spouseless;Exec-managerial;Child or other relative;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Private;63676;<= 12th;[1,8];With Spouse;Service;Wife or husband;Other;Male;40;US;0
(61,90];Private;170376;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(54,61];Self-emp-not-inc;175964;Some-college;(9,10];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(61,90];Federal-gov;422013;High School;(8,9];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(33,35];Private;105813;Bachelors;(12,13];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(43,54];Federal-gov;306707;High School;(8,9];Spouseless;Administration;Unmarried;Other;Female;<40;US;0
(43,54];Private;177543;High School;(8,9];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(37,43];Private;320277;Bachelors;(12,13];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(37,43];Private;129495;Some-college;(9,10];Spouseless;Administration;Unmarried;Other;Female;40;US;0
(35,37];Private;257042;High School;(8,9];Spouseless;Craft-repair;Unmarried;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;275995;Bachelors;(12,13];With Spouse;Tech and Secutity;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
[17,21];Other;86318;Some-college;(9,10];Spouseless;Other;Child or other relative;White or Asian-Pac-Islander;Female;<40;US;0
(35,37];Private;280440;Associate;(10,12];Spouseless;Tech and Secutity;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(25,29];Private;371556;Some-college;(9,10];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(35,37];Private;408229;Bachelors;(12,13];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;149337;Bachelors;(12,13];Spouseless;Administration;Not-in-family;White or Asian-Pac-Islander;Male;>40;US;0
(33,35];Private;209297;High School;(8,9];Spouseless;Machine-op-inspct;Not-in-family;Other;Male;40;US;0
(43,54];Private;355802;Some-college;(9,10];Spouseless;Sales;Unmarried;White or Asian-Pac-Islander;Female;<40;US;0
(29,33];Private;165949;Bachelors;(12,13];Spouseless;Machine-op-inspct;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(43,54];Self-emp-not-inc;112507;<= 12th;[1,8];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(23,25];Private;462869;High School;(8,9];Spouseless;Service;Child or other relative;White or Asian-Pac-Islander;Male;40;Non-US;0
(33,35];Private;413648;<= 12th;[1,8];Spouseless;Agriculture;Unmarried;White or Asian-Pac-Islander;Male;<40;US;0
(33,35];Private;29235;Associate;(10,12];Spouseless;Prof-specialty;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(37,43];Private;149823;Some-college;(9,10];With Spouse;Craft-repair;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(43,54];Private;39530;High School;(8,9];Spouseless;Service;Not-in-family;White or Asian-Pac-Islander;Female;<40;US;0
(21,23];Private;197387;High School;(8,9];Spouseless;Craft-repair;Child or other relative;White or Asian-Pac-Islander;Male;<40;Non-US;0
(54,61];Local-gov;255406;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;40;US;0
(43,54];Private;43764;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;1
(37,43];Private;168322;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;278322;Associate;(10,12];With Spouse;Exec-managerial;Wife or husband;White or Asian-Pac-Islander;Male;40;US;1
(43,54];Private;115813;Associate;(10,12];Spouseless;Administration;Unmarried;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Self-emp-not-inc;184456;High School;(8,9];With Spouse;Service;Wife or husband;White or Asian-Pac-Islander;Male;>40;Non-US;0
(37,43];Private;289636;High School;(8,9];With Spouse;Transport-moving;Wife or husband;White or Asian-Pac-Islander;Male;>40;US;0
(43,54];Private;101684;High School;(8,9];With Spouse;Sales;Wife or husband;White or Asian-Pac-Islander;Male;40;US;0
(25,29];Private;133425;High School;(8,9];Spouseless;Exec-managerial;Not-in-family;White or Asian-Pac-Islander;Female;>40;US;0
(37,43];Private;349405;Associate;(10,12];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;0
(43,54];Private;124076;Above Masters;(13,16];With Spouse;Prof-specialty;Wife or husband;White or Asian-Pac-Islander;Female;<40;US;1
